SSDS 1238 
DSDD 966 
DSSS 1393 
DSDS 951 
DDSD 1276 
DSDD 1231 
DDSS 1739 
DDSS 943 
DDSS 1104 
SSSS 1138 
DSSS 939 
DDSS 971 
DSSS 1109 
DDDS 1239 
DSSS 921 
SDSS 1078 
DSSS 1317 
SSSS 1053 
SSDS 976 
DSSS 1292 
SSDS 1634 
SDDD 1282 
DDDD 932 
SDSS 784 
DSSS 1112 
DSDS 881 
DSDS 980 
SDSS 1078 
DSDD 1334 
DSSS 1166 
DSSS 1209 
DSDS 913 
SDSS 1344 
DDDS 1298 
DDDS 1201 
DDDS 1491 
SSDS 809 
DSDD 795 
SDSS 1011 
DSSS 974 
SDSS 1030 
SSSD 1221 
DDDS 1207 
SDSD 1636 
DDSS 1140 
SDSD 1497 
SDSS 1431 
DDDS 1064 
SSDD 1171 
DSSD 797 
DDSD 939 
DDSS 1232 
SDSS 1027 
SDDS 935 
DSDS 1049 
DSSS 896 
DDDD 1061 
SDDS 1000 
DSSS 681 
DDSS 1088 
SDDD 1388 
DSDS 1411 
DSSD 1524 
SDDS 1386 
DSSS 1137 
DDSS 1360 
SDSS 1099 
DDSD 1483 
DDSS 805 
DSDD 938 
DSSD 1667 
SSDS 1043 
SSDS 1339 
DDDS 1042 
DDSD 1043 
SDSD 912 
DDSS 1626 
DDSS 945 
SSSD 1412 
DDSD 1114 
DSSS 1147 
DDSS 910 
SSDS 1401 
SSSS 1207 
DDSS 1092 
SDSS 1187 
SDSS 1169 
SDDS 1546 
SDSS 1107 
DSSS 1315 
DSSD 1341 
DSDS 1107 
SDSS 937 
DDSS 1312 
DSDS 1218 
DSDS 1507 
SDSS 1403 
DSSS 934 
DDDS 999 
DSDS 1503 
DSDS 1235 
DSDD 964 
SDSS 1676 
DDSS 1133 
DDSS 981 
DSSD 1252 
SSDS 942 
DSDS 1247 
DSSS 1520 
DSSD 1030 
DSDD 1294 
SSSD 1288 
DSDS 932 
SSDS 1567 
DDSS 1247 
SSSS 1372 
DSDS 1256 
DDDD 1487 
DSSS 1431 
DSDD 1229 
DDSS 1217 
SDSS 1234 
DSSD 1510 
DSSS 1670 
DSDD 1166 
DSDS 1446 
DSDS 987 
DDDS 1119 
SDSD 1373 
SSSS 1202 
SSDS 1592 
SSSD 1145 
SDDS 1156 
SSDS 1110 
DSSD 1113 
DSSD 1234 
DSSD 1544 
SDSD 959 
DSDS 1115 
DSSD 1500 
SDSS 1094 
DDSD 1367 
DDSS 1490 
DSDD 1772 
DDSS 1296 
SDSS 1694 
SDDD 1170 
SSDS 867 
DSSD 974 
DSSS 1560 
DDSS 870 
DSSS 645 
DDDS 1536 
SSSS 1117 
SSDS 1221 
SDSD 940 
DDDS 903 
DDDS 1244 
SDSS 1086 
DDSS 839 
SDDD 1210 
DDDD 842 
SDSS 1426 
DSDS 915 
DSDS 1146 
DDDS 1304 
SDSS 1110 
DDDD 1742 
DDSS 1108 
DDDS 1261 
DSDS 1275 
SSDD 1224 
DDSS 1141 
SSDS 1244 
SSSD 1429 
SDSD 1253 
DSSS 1508 
DDSS 1352 
SDSS 1221 
DDSD 1241 
SDDS 1110 
DDSS 1240 
DSSS 1301 
SSSD 1223 
DDDS 1104 
SSSS 1025 
DDSS 1379 
DSDD 1393 
SDSS 1478 
SSDS 1545 
DSDS 1384 
DDSD 1001 
SDSS 1088 
DDDS 1290 
DSDS 1219 
DSSS 895 
SDSS 1133 
DSSS 830 
DSSD 1584 
SDDS 1103 
SDDD 1259 
DSSS 1102 
SSDD 1378 
SDDS 1055 
DSSS 1241 
SSSS 880 
SDDS 1022 
SDSS 962 
SDDS 1001 
DSSS 1142 
DDSS 1303 
DDSD 1003 
DSDS 1206 
SDSS 1137 
DSSS 683 
DSSS 1260 
DDSS 1132 
DSSS 1022 
DDSS 1005 
SDDS 1578 
DSDS 1170 
DSSS 1203 
DDDS 825 
DDSS 881 
SDSS 1190 
SDSS 1087 
SSSS 480 
DSSS 1211 
DSSS 1302 
DSDS 1021 
DDDD 1581 
SDDS 956 
DDDS 804 
DDSS 1222 
DSDS 1104 
SSDS 1295 
DSSD 1184 
SSDD 804 
DSSD 914 
SSSS 536 
SDSS 1225 
DSDS 1074 
DDDS 879 
DSDD 1481 
DDDS 1118 
DDDD 965 
SDDS 1039 
SSSS 1234 
DSDS 1301 
DSSS 1567 
SDDD 1511 
DSSS 1257 
SDDS 1514 
SDSD 869 
SSSD 1232 
DSDS 948 
DSSS 1095 
SSDS 1181 
DDSS 914 
SSSS 1257 
DDSS 1337 
DDSS 1105 
DDDS 940 
DDDS 1542 
SSSS 1221 
DDSS 975 
SDSS 1316 
SDSS 1065 
SDSS 1012 
SDDD 1148 
SDSS 796 
DDDS 989 
SDSS 900 
SSSS 919 
DSSS 899 
DDSS 1317 
DDSD 1634 
DSDS 1446 
DDDS 1287 
SSDS 987 
DDSS 1133 
DSDS 1350 
DSDS 1077 
DDSS 1232 
SDSD 1400 
SDDS 1044 
DDSS 1023 
DSDS 1032 
SDSS 1282 
DSSS 1517 
DDSD 1560 
DSSS 1234 
DDSS 1514 
SDDS 1022 
DSSS 1396 
DDDD 963 
DSSS 1281 
DDDS 1139 
DSSS 1365 
SDDD 962 
DDDD 1015 
SSSS 1364 
DSDS 1258 
SDSD 1454 
DDSD 1228 
DSSS 1277 
DSSS 1273 
SDDS 1731 
DSSS 1446 
DDDS 1681 
DDSS 1336 
DSSS 789 
SDSS 1700 
DSDS 1128 
SSSS 824 
SDDS 1452 
DSSS 1521 
DDSS 1019 
DDSS 1384 
DDSD 1239 
DSDS 1145 
SDDS 1119 
DSSS 1158 
SDSS 1353 
DDSD 1363 
SDDS 1360 
DDDS 1405 
DSSD 1421 
SDDD 1384 
DDSS 1295 
SSSS 1092 
SDDD 1131 
SSDD 1284 
SDSD 1704 
DDSS 1273 
DDDS 822 
DSSS 1125 
DSSD 800 
DSSS 1422 
DSSS 1057 
SSDD 1339 
SSSD 1115 
DSDD 1443 
SDSD 1637 
DDDS 1548 
SDSS 1689 
DDDD 777 
SSSS 508 
DDSD 1454 
SSSS 1260 
SSDS 1430 
SDSS 1609 
DSSS 869 
DSSS 1028 
SSSD 1404 
DDDS 1245 
SDSS 1231 
DDSS 1014 
SSDS 963 
DSSS 1301 
SDSS 1690 
DSDS 1445 
DSSS 1182 
SSDD 1005 
SDDS 1342 
DSDD 1358 
DSSS 1219 
DDDS 1361 
DSDD 1345 
DSDS 1450 
DDSS 1292 
DSSD 1005 
DSDS 1574 
SDDS 788 
SSDS 1400 
SSDD 1197 
DSDS 1520 
DSDS 1166 
DSSS 1306 
DSDS 984 
DSDS 821 
DDSD 1401 
DDSD 946 
DSSD 887 
DDDS 986 
DSDS 1414 
DDSS 1074 
SDSD 1249 
SDDD 1148 
DDDS 1005 
SDSS 1231 
SDSS 1179 
DSSS 883 
SDSD 1450 
SSDS 1383 
DSSS 1324 
DSSS 1580 
DSSS 867 
SSSS 1098 
SDSS 1222 
DSSS 1295 
DDDS 965 
SSSD 1219 
SSSS 1074 
DDDS 984 
DDSD 815 
DDSS 1089 
DSDS 1473 
DSSS 680 
SSDD 1140 
DSSS 1141 
DSSS 1550 
SDDS 1264 
DSSS 1554 
DDDS 1676 
SSDS 1694 
DSDS 1667 
SSSD 1075 
SSSS 1297 
SSDS 1469 
SSDS 1676 
DSSS 969 
SSDS 1686 
DDDS 1101 
DSSD 1656 
DSSD 1002 
SDSS 1070 
DSSS 1022 
DSDD 1639 
SSDS 1014 
SSDS 1697 
SDSS 1666 
SSSS 1701 
SSSD 785 
DSSD 1427 
SDSD 1274 
SSDS 780 
SSSD 1763 
SSDS 1244 
DDDS 1244 
SDSS 1349 
DDDS 1540 
SSSS 1253 
SSSD 1625 
DDSD 1457 
DSDD 1304 
DSSS 1439 
SDDS 1492 
SSDD 1381 
DDSS 1163 
DDDS 1227 
SDDS 1504 
DDSS 1539 
DSSS 1477 
SDDS 1315 
SSDS 1375 
SDSS 1240 
DSSS 1809 
DDDS 1150 
DDDS 1236 
DDSD 1014 
DSDS 1638 
DDDS 1110 
DSSD 1624 
DDSS 1129 
SDSS 930 
DSSS 1472 
DDSD 952 
DDDS 1299 
SSDD 1464 
DSDS 1389 
SSDS 1857 
DSSS 1262 
SDDS 1828 
SDSS 1277 
SSDD 1395 
DSDD 1218 
DDDS 886 
DSSS 1279 
DDSS 1022 
SDDD 1251 
SSSS 1230 
DSSS 823 
DDSS 1497 
DSDD 1228 
SDSD 1149 
DSSS 1236 
SSDS 1151 
DDSD 1284 
DSSS 1487 
DDSD 1649 
DSSD 1109 
DSSS 1109 
DDDD 1009 
DDSS 1360 
DSSD 1620 
SSDS 1443 
DSDS 1310 
DDDS 1541 
DDDD 1265 
DSDD 1284 
DDDS 1107 
SSSS 1253 
DSSS 2032 
DDSS 1061 
SDSS 1481 
SDSS 1121 
DSSS 932 
DDDS 995 
DDDS 1682 
DDDS 1110 
DSSD 1398 
DDDS 1863 
DSDS 1517 
SSSS 1266 
SDDS 1681 
SDDD 1319 
DSDS 1609 
DSSS 1122 
DDSS 1125 
DSSS 1526 
SSSD 1784 
DSDS 1381 
DSSD 1394 
DSDS 1068 
SDDS 820 
DSSD 1593 
DSDS 1354 
DDDD 1251 
DSSS 1578 
DDDS 1106 
DSDD 1627 
DSDD 996 
DSSS 1013 
SDSS 1641 
DSDD 954 
DSDS 1287 
DSSD 856 
DSSS 1389 
SDSD 1496 
SDSS 1580 
DSSD 1383 
DDSS 1163 
SSDS 1147 
DSDD 1289 
SSDS 1223 
DDSD 1487 
DSSD 1334 
DSDS 1140 
SSSD 1234 
SDSD 1102 
DSSS 1010 
DSDS 1129 
DDDD 865 
DSSS 714 
DSSD 976 
SDDD 1589 
DDDS 1146 
DDSS 1228 
DSDS 1249 
DSDS 1123 
DDDS 951 
SSSS 1385 
DSDS 1060 
DSDS 1580 
DDSS 1019 
DSSD 1563 
DDSS 1694 
SSSS 1025 
DDDD 1676 
DSDS 983 
SSDD 1622 
DDSD 1657 
DDSS 1515 
SSSS 1321 
DSSD 1225 
SDSS 1406 
DDDS 1105 
SSSS 1418 
DSSS 1295 
DDSS 1122 
DSSS 1472 
SDSS 1224 
SDSD 1350 
SSSD 1484 
DDSS 872 
DDSS 1667 
DSSD 1455 
DSSD 1277 
DDSS 1115 
DSDS 1172 
SSSD 1053 
DSSD 1501 
DSSS 1220 
DSDD 1019 
SDSS 1235 
DSSS 1054 
DSSS 1364 
SSSS 1403 
DDSS 1462 
DDDS 1437 
DDSS 1400 
DSSS 1063 
DDSS 1267 
DSDS 1094 
DSDD 1097 
SSDD 1580 
SSDS 784 
SSSS 539 
DDSS 1407 
SSDD 1385 
SDSS 1147 
DDSS 1345 
SDSS 1386 
DDDD 1109 
SDSD 1217 
DSSD 1220 
DDDD 862 
DSSS 1320 
SDSS 1481 
DSSS 1110 
DSSD 1780 
DDDS 1105 
SDDS 1407 
DDSS 1354 
DSSD 1221 
DSDS 1110 
DSDD 1238 
DSSS 1280 
DSDS 912 
DDSS 862 
SSSD 1337 
SDSS 1439 
DSSS 1000 
SSSD 1432 
SDSS 1628 
DSSS 1375 
SSDS 1377 
SDDD 1528 
SDSS 1427 
DDDD 1414 
DDSS 1284 
SSSD 1346 
SDSS 1100 
SSDS 1664 
DDDS 1231 
DSSS 1268 
DSDS 813 
SSDS 789 
DSDS 1566 
SDSD 1349 
DDDS 1241 
SSDS 1249 
DSSS 912 
DDDS 907 
DSDD 1363 
SSDS 1235 
DDSS 1111 
DSDS 809 
DDSD 1286 
SSSS 1334 
DSSS 1253 
DSSS 1580 
DSDS 879 
SSDS 1343 
DSDS 1014 
DSSS 1235 
DSDD 1773 
DSDS 1127 
DDDD 1108 
SSSS 1222 
SSSS 876 
SSSD 1307 
DSSS 1360 
DSDS 1361 
SDSS 1347 
DSSD 1140 
SSDD 1325 
SDDS 1257 
SSDS 1219 
DSSS 1002 
DSSS 945 
DDSD 882 
SSSS 1393 
DSDD 1567 
DDSD 1588 
DDSS 1294 
DDSS 1533 
SDSS 1228 
SSSS 1381 
DSDS 919 
DSSS 1553 
SDDS 1327 
SSDS 1192 
SDSS 1423 
SDSS 1384 
SSSS 1338 
DSSS 1220 
DDDS 803 
DSSS 1250 
DDSS 807 
DDSS 1438 
DDDS 1027 
DDDS 1019 
SSSS 1364 
DSSS 1142 
SSSS 945 
DSDS 1091 
DSSS 1091 
DDDS 1533 
SSSD 1386 
DDSS 1266 
SDSS 1265 
DSDS 1249 
DDSS 1437 
DSSS 1364 
DDDS 1079
